milisec,RacketX,RacketY,RacketZ,forceX,forceX,forceX,ForceRatio,FriendPoint,EnemyPoint,haptics
16223904,-0.334456,0.010442,-0.357297,0,0,0,2,0,1,0,
16223943,-0.337874,0.0133257,-0.35015,0,0,0,2,0,1,0,
16223984,-0.341132,0.0159223,-0.343033,0,0,0,2,0,1,0,
16224024,-0.344045,0.0180628,-0.336583,0,0,0,2,0,1,0,
16224064,-0.343002,0.020417,-0.331564,0,0,0,2,0,1,0,
16224103,-0.338403,0.0220658,-0.328346,0,0,0,2,0,1,0,
16224143,-0.331585,0.0257112,-0.326666,0,0,0,2,0,1,0,
16224184,-0.323379,0.0408655,-0.323056,0,0,0,2,0,1,0,
16224223,-0.310235,0.0565909,-0.320072,0,0,0,2,0,1,0,
16224263,-0.290008,0.0750182,-0.340877,0,0,0,2,0,1,0,
16224303,-0.272883,0.0864527,-0.356963,0,0,0,2,0,1,0,
16224344,-0.262593,0.0967534,-0.367218,0,0,0,2,0,1,0,
16224383,-0.248273,0.112967,-0.382702,0,0,0,2,0,1,0,
16224423,-0.240411,0.121985,-0.390098,0,0,0,2,0,1,0,
16224464,-0.239185,0.125988,-0.390093,0,0,0,2,0,1,0,
16224503,-0.238515,0.129772,-0.389428,0,0,0,2,0,1,0,
16224543,-0.237713,0.13155,-0.384973,0,0,0,2,0,1,0,
16224583,-0.241388,0.128493,-0.380654,0,0,0,2,0,1,0,
16224623,-0.253565,0.116723,-0.381779,0,0,0,2,0,1,0,
16224664,-0.265331,0.104845,-0.384357,0,0,0,2,0,1,0,
16224703,-0.275923,0.0953945,-0.390404,0,0,0,2,0,1,0,
16224744,-0.280201,0.0851684,-0.40131,0,0,0,2,0,1,0,
16224783,-0.277055,0.0693309,-0.415756,0,0,0,2,0,1,0,
16224823,-0.265943,0.0444402,-0.433201,0,0,0,2,0,1,0,
16224863,-0.249497,0.012797,-0.450434,0,0,0,2,0,1,0,
16224903,-0.227828,-0.0221023,-0.466659,0,0,0,2,0,1,0,
16224943,-0.202826,-0.0536876,-0.483447,0,0,0,2,0,1,0,
16224984,-0.178126,-0.0817502,-0.502886,0,0,0,2,0,1,0,
16225023,-0.157698,-0.106877,-0.524913,0,0,0,2,0,1,0,
16225063,-0.141395,-0.12822,-0.551256,0,0,0,2,0,1,0,
16225103,-0.133805,-0.144213,-0.57933,0,0,0,2,0,1,0,
16225144,-0.136405,-0.158298,-0.608763,0,0,0,2,0,1,0,
16225183,-0.146269,-0.169917,-0.635264,0,0,0,2,0,1,0,
16225223,-0.16337,-0.181033,-0.660227,0,0,0,2,0,1,0,
16225264,-0.186115,-0.190761,-0.682519,0,0,0,2,0,1,0,
16225304,-0.211774,-0.199497,-0.701521,0,0,0,2,0,1,0,
16225343,-0.237653,-0.206901,-0.716486,0,0,0,2,0,1,0,
16225384,-0.261658,-0.213611,-0.727123,0,0,0,2,0,1,0,
16225423,-0.282904,-0.222039,-0.734556,0,0,0,2,0,1,0,
16225465,-0.29995,-0.232582,-0.738768,0,0,0,2,0,1,0,
16225503,-0.312283,-0.244345,-0.74111,0,0,0,2,0,1,0,
16225543,-0.320082,-0.257364,-0.742981,0,0,0,2,0,1,0,
16225583,-0.32394,-0.270152,-0.745543,0,0,0,2,0,1,0,
16225623,-0.324005,-0.281783,-0.749351,0,0,0,2,0,1,0,
16225664,-0.322631,-0.293327,-0.755061,0,0,0,2,0,1,0,
16225703,-0.320141,-0.304821,-0.762074,0,0,0,2,0,1,0,
16225743,-0.317436,-0.317079,-0.769379,0,0,0,2,0,1,0,
16225785,-0.31567,-0.329805,-0.776317,0,0,0,2,0,1,0,
16225823,-0.313846,-0.342555,-0.781503,0,0,0,2,0,1,0,
16225863,-0.312823,-0.357035,-0.785941,0,0,0,2,0,1,0,
16225904,-0.31205,-0.372218,-0.789998,0,0,0,2,0,1,0,
16225943,-0.311256,-0.388622,-0.79368,0,0,0,2,0,1,0,
16225984,-0.310376,-0.406446,-0.79723,0,1.16312,0,2,0,1,0,
16226023,-0.308411,-0.425051,-0.800497,0,30.2883,0,2,0,1,0,
16226063,-0.30509,-0.444159,-0.802064,0,71.6032,0,2,0,1,0,
16226104,-0.30082,-0.463375,-0.801755,0,114.154,0,2,0,1,0,
16226144,-0.295807,-0.481303,-0.800241,0,154.687,0,2,0,1,0,
16226184,-0.290268,-0.499478,-0.797337,0,194.666,0,2,0,1,0,
16226223,-0.285576,-0.517432,-0.793092,0,234.504,0,2,0,1,0,
16226263,-0.281152,-0.534873,-0.788619,0,273.493,0,2,0,1,0,
16226303,-0.277537,-0.551956,-0.784061,0,311.485,0,2,0,1,0,
16226343,-0.27478,-0.569239,-0.779314,0,349.44,0,2,0,1,0,
16226384,-0.272432,-0.585375,-0.774581,0,386.524,0,2,0,1,0,
16226423,-0.270918,-0.597533,-0.770731,0,418.852,0,2,0,1,0,
16226464,-0.270889,-0.603346,-0.768437,0,439.555,0,2,0,1,0,
16226504,-0.272861,-0.601478,-0.767294,0,444.765,0,2,0,1,0,
16226544,-0.278036,-0.590399,-0.766946,0,431.839,0,2,0,1,0,
16226584,-0.28369,-0.570026,-0.769037,0,398.179,0,2,0,1,0,
16226623,-0.286436,-0.544047,-0.772241,0,346.868,0,2,0,1,0,
16226663,-0.284603,-0.517755,-0.776141,0,288.093,0,2,0,1,0,
16226703,-0.279552,-0.494377,-0.781286,0,233.217,0,2,0,1,0,
16226744,-0.271861,-0.475805,-0.788386,0,185.794,0,2,0,1,0,
16226783,-0.260264,-0.462497,-0.798149,0,150.389,0,2,0,1,0,
16226823,-0.246881,-0.454201,-0.809493,0,126.606,0,2,0,1,0,
16226863,-0.233532,-0.445697,-0.822904,0,108.942,0,2,0,1,0,
16226904,-0.221134,-0.435689,-0.837186,0,88.4294,0,2,0,1,0,
16226943,-0.209079,-0.426752,-0.850645,0,67.1178,0,2,0,1,0,
16226984,-0.19606,-0.420386,-0.862985,0,49.6674,0,2,0,1,0,
16227024,-0.183402,-0.418879,-0.87313,0,40.1929,0,2,0,1,0,
16227064,-0.171517,-0.420486,-0.882717,0,40.7211,0,2,0,1,0,
16227103,-0.159705,-0.422323,-0.892953,0,44.6538,0,2,0,1,0,
16227143,-0.150651,-0.42493,-0.903813,0,49.2257,0,2,0,1,0,
16227183,-0.143504,-0.429104,-0.914822,0,56.6492,0,2,0,1,0,
16227223,-0.137334,-0.433369,-0.926427,0,66.1752,0,2,0,1,0,
16227264,-0.13406,-0.436782,-0.936901,0,74.8706,0,2,0,1,0,
16227303,-0.134534,-0.438644,-0.945559,0,80.8619,0,2,0,1,0,
16227344,-0.137318,-0.439564,-0.952826,0,83.7568,0,2,0,1,0,
16227384,-0.139679,-0.440451,-0.959088,0,85.7394,0,2,0,1,0,
16227423,-0.14234,-0.440629,-0.963695,0,87.1113,0,2,0,1,0,
16227464,-0.151252,-0.440038,-0.962603,0,86.8259,0,2,0,1,0,
16227503,-0.168462,-0.438293,-0.95372,0,84.1842,0,2,0,1,0,
16227543,-0.18966,-0.43636,-0.937915,0,80.3025,0,2,0,1,0,
16227584,-0.211832,-0.433644,-0.918068,0,75.4208,0,2,0,1,0,
16227623,-0.2346,-0.428697,-0.895815,0,67.3894,0,2,0,1,0,
16227666,-0.256471,-0.42276,-0.873623,0,54.9693,0,2,0,1,0,
16227704,-0.277042,-0.417008,-0.852033,0,42.1348,0,2,0,1,0,
16227743,-0.296686,-0.411748,-0.831646,0,29.8353,0,2,0,1,0,
16227783,-0.314311,-0.406796,-0.813607,0,18.5328,0,2,0,1,0,
16227823,-0.330236,-0.402702,-0.797978,0,8.58017,0,2,0,1,0,
16227864,-0.344613,-0.399831,-0.78379,-1.36525,-0.154686,-4.16668,2,0,1,0,
16227903,-0.357349,-0.397393,-0.771375,-7.92524,-5.97156,-18.2198,2,0,1,0,
16227943,-0.367995,-0.395737,-0.761003,-11.627,-6.96606,-20.4727,2,0,1,0,
16227985,-0.37718,-0.394199,-0.752138,-8.20029,-4.1663,-11.9337,2,0,1,0,
16228024,-0.385049,-0.392149,-0.745388,-0.82046,-0.370231,-1.06896,2,0,1,0,
16228064,-0.391801,-0.390426,-0.740194,0,0,0,2,0,1,0,
16228103,-0.397252,-0.388201,-0.737008,0,0,0,2,0,1,0,
16228144,-0.401724,-0.384438,-0.736104,0,0,0,2,0,1,0,
16228183,-0.404957,-0.380387,-0.736995,0,0,0,2,0,1,0,
16228223,-0.405955,-0.376963,-0.739841,0,0,0,2,0,1,0,
16228263,-0.405324,-0.373592,-0.743636,0,0,0,2,0,1,0,
16228304,-0.402802,-0.371059,-0.747564,0,0,0,2,0,1,0,
16228343,-0.398424,-0.36933,-0.751617,0,0,0,2,0,1,0,
16228384,-0.392597,-0.365171,-0.754232,0,0,0,2,0,1,0,
16228424,-0.384694,-0.356567,-0.756491,0,0,0,2,0,1,0,
16228464,-0.375934,-0.344632,-0.759813,0,0,0,2,0,1,0,
16228504,-0.366676,-0.331222,-0.762568,0,0,0,2,0,1,0,
16228543,-0.356718,-0.318056,-0.765871,0,0,0,2,0,1,0,
16228584,-0.345455,-0.305235,-0.768751,0,0,0,2,0,1,0,
16228624,-0.333053,-0.295607,-0.770592,0,0,0,2,0,1,0,
16228664,-0.320571,-0.288628,-0.771564,0,0,0,2,0,1,0,
16228703,-0.307681,-0.280765,-0.771165,0,0,0,2,0,1,0,
16228743,-0.296802,-0.272528,-0.769639,0,0,0,2,0,1,0,
16228783,-0.287412,-0.267354,-0.767365,0,0,0,2,0,1,0,
16228824,-0.279692,-0.266719,-0.762767,0,0,0,2,0,1,0,
16228863,-0.275468,-0.26436,-0.758488,0,0,0,2,0,1,0,
16228904,-0.273493,-0.259687,-0.755133,0,0,0,2,0,1,0,
16228944,-0.274029,-0.255809,-0.75131,0,0,0,2,0,1,0,
16228984,-0.275725,-0.25151,-0.747082,0,0,0,2,0,1,0,
16229023,-0.277454,-0.24736,-0.742901,0,0,0,2,0,1,0,
16229063,-0.279621,-0.243094,-0.738397,0,0,0,2,0,1,0,
16229103,-0.282803,-0.239205,-0.733936,0,0,0,2,0,1,0,
16229143,-0.285752,-0.236979,-0.729766,0,0,0,2,0,1,0,
16229183,-0.287279,-0.235524,-0.727301,0,0,0,2,0,1,0,
16229224,-0.287453,-0.234453,-0.726299,0,0,0,2,0,1,0,
16229263,-0.287096,-0.233392,-0.725757,0,0,0,2,0,1,0,
16229303,-0.287229,-0.232144,-0.724469,0,0,0,2,0,1,0,
16229343,-0.288378,-0.230767,-0.722395,0,0,0,2,0,1,0,
16229383,-0.289924,-0.229889,-0.719664,0,0,0,2,0,1,0,
16229423,-0.290928,-0.229797,-0.716515,0,0,0,2,0,1,0,
16229463,-0.291894,-0.230452,-0.712595,0,0,0,2,0,1,0,
16229503,-0.293202,-0.231868,-0.707782,0,0,0,2,0,1,0,
16229544,-0.294918,-0.233358,-0.702477,0,0,0,2,0,1,0,
16229583,-0.296466,-0.234762,-0.697042,0,0,0,2,0,1,0,
16229623,-0.297847,-0.236588,-0.691177,0,0,0,2,0,1,0,
16229663,-0.300002,-0.238676,-0.683908,0,0,0,2,0,1,0,
16229703,-0.303915,-0.241484,-0.674049,0,0,0,2,0,1,0,
16229743,-0.308908,-0.244713,-0.663223,0,0,0,2,0,1,0,
16229784,-0.312795,-0.248307,-0.653407,0,0,0,2,0,1,0,
16229823,-0.315563,-0.25164,-0.645693,0,0,0,2,0,1,0,
16229865,-0.31749,-0.254334,-0.640177,0,0,0,2,0,1,0,
16229904,-0.318871,-0.25613,-0.636573,0,0,0,2,0,1,0,
16229943,-0.320215,-0.257334,-0.634436,0,0,0,2,0,1,0,
16229983,-0.320864,-0.257868,-0.633991,0,0,0,2,0,1,0,
16230023,-0.321386,-0.257862,-0.634506,0,0,0,2,0,1,0,
16230064,-0.322179,-0.25768,-0.6353,0,0,0,2,0,1,0,
16230103,-0.323045,-0.257669,-0.635978,0,0,0,2,0,1,1,
16230143,-0.323758,-0.257824,-0.636328,0,0,0,2,0,1,1,
16230183,-0.324174,-0.257752,-0.636744,0,0,0,2,0,1,1,
16230224,-0.324153,-0.257932,-0.636995,0,0,0,2,0,1,1,
16230264,-0.323989,-0.25823,-0.637222,0,0,0,2,0,1,1,
16230303,-0.323438,-0.258806,-0.637275,0,0,0,2,0,1,1,
16230343,-0.322808,-0.259473,-0.637243,0,0,0,2,0,1,1,
16230384,-0.322327,-0.260099,-0.637131,0,0,0,2,0,1,1,
16230424,-0.321997,-0.26072,-0.636903,0,0,0,2,0,1,1,
16230463,-0.321904,-0.260895,-0.636761,0,0,0,2,0,1,1,
16230503,-0.321888,-0.260849,-0.636751,0,0,0,2,0,1,1,
16230543,-0.321739,-0.2607,-0.63682,0,0,0,2,0,1,1,
16230584,-0.321332,-0.260258,-0.637103,0,0,0,2,0,1,1,
16230623,-0.321081,-0.259977,-0.637221,0,0,0,2,0,1,1,
16230664,-0.320831,-0.259758,-0.637365,0,0,0,2,0,1,1,
16230703,-0.320601,-0.259528,-0.637462,0,0,0,2,0,1,1,
16230743,-0.320442,-0.259373,-0.637454,0,0,0,2,0,1,1,
16230783,-0.320358,-0.259173,-0.637291,0,0,0,2,0,1,1,
